"","flag","Genus","Subgenus","Species","Subspecies","Country","Province","Locality","Latitude","Longitude","Coordinate.precision","Year","Month","Day","Start.date","End.date","Collector","Determined.by","Female","Male","Worker","Not.specified","Reference.doi","Flowers.visited","Local_ID","Authors.to.give.credit","Any.other.additional.data","Notes.and.queries","uid","Original_name","rm","Genus_species","accepted_name"
"74","Andrena aegyptiaca","Andrena",NA,"aegyptiaca",NA,"Spain","Islas Canarias","Gran Canaria, Dunas de Maspalomas","27.7464","-15.571","uncert. < than 10km","2007","12","10","10/12/2007","10/12/2007","R. Sejkora","T. Wood","1",NA,NA,NA,NA,NA,NA,"Compiled by T. Wood",NA,"TJW Colln.","54_Wood_etal_24107","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"75","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, Isla de","28.33776","-14.03078","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Baez & Ortega 1978",NA,NA,"Compiled by T. Wood",NA,NA,"54_Wood_etal_33912","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"76","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Gran Canaria, Maspalomas, Dunes","27.7415","15.5702","uncert. < than 10km","1973","4","14","14/04/1973","18/04/1973","Wolf","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088042","Compiled by T. Wood",NA,NA,"54_Wood_etal_9705","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"77","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088343","Compiled by T. Wood",NA,NA,"54_Wood_etal_19111","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"78","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088351","Compiled by T. Wood",NA,NA,"54_Wood_etal_19119","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"79","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088342","Compiled by T. Wood",NA,NA,"54_Wood_etal_19110","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"80","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088349","Compiled by T. Wood",NA,NA,"54_Wood_etal_19117","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"81","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088340","Compiled by T. Wood",NA,NA,"54_Wood_etal_19108","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"82","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Fuerteventura, las Dunas","28.7049","-13.8437","uncert. < than 10km","1990","3","3","03/03/1990","20/03/1990","A. C., W. N. Ellis","T. Wood",NA,"1",NA,NA,NA,NA,"ZMA.INS.5088347","Compiled by T. Wood",NA,NA,"54_Wood_etal_19115","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"83","Andrena aegyptiaca","Andrena",NA,"aegyptiaca","cannabina","Spain","Islas Canarias","Gran Canaria, Maspalomas, Dunes","27.7415","15.5702","uncert. < than 10km","1973","4","14","14/04/1973","18/04/1973","Wolf","T. Wood","1",NA,NA,NA,NA,NA,"ZMA.INS.5088104","Compiled by T. Wood",NA,NA,"54_Wood_etal_9706","Andrena aegyptiaca","Remove","Andrena aegyptiaca","Remove"
"84","Andrena agulimima","Andrena",NA,"agulimima",NA,"Spain","Asturias","Bañugues (Luanco), Gozón",NA,NA,NA,"1987","4","16",NA,NA,NA,"José Manuel F. Mtnz",NA,NA,NA,"1",NA,NA,"BOS-HYM 2235",NA,"Pradería","","79_Oviedo_museum1080","Andrena agulimima",NA,"Andrena agulimima","Andrena agulimima"
"85","Andrena albupunctata","Andrena",NA,"albupunctata",NA,"Spain","Granada","Hernán-Valle, Ste 2",NA,NA,NA,"2013","5","8",NA,NA,NA,NA,NA,NA,NA,"20",NA,"Sisymbrium crassifolium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_58","Andrena albupunctata",NA,"Andrena albupunctata","Andrena albopunctata"
"86","Andrena albupunctata","Andrena",NA,"albupunctata",NA,"Spain","Granada","Hernán-Valle, Ste 2",NA,NA,NA,"2013","5","8",NA,NA,NA,NA,NA,NA,NA,"20",NA,"Sisymbrium crassifolium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_58","Andrena albupunctata",NA,"Andrena albupunctata","Andrena albopunctata"
"87","Andrena armata","Andrena",NA,"armata",NA,"Spain","Granada","Bermejales",NA,NA,NA,"2015","3","27",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Alyssum alyssoides",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_88","Andrena armata",NA,"Andrena armata","Andrena fulva"
"88","Andrena armata","Andrena",NA,"armata",NA,"Spain","Granada","Bermejales",NA,NA,NA,"2015","3","27",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Alyssum alyssoides",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_88","Andrena armata",NA,"Andrena armata","Andrena fulva"
"89","Andrena armata","Andrena",NA,"armata",NA,"Spain","Granada","Vereda La Estrella",NA,NA,NA,"2015","4","20",NA,NA,NA,NA,NA,NA,NA,"10",NA,"Calepina irregularis",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_89","Andrena armata",NA,"Andrena armata","Andrena fulva"
"90","Andrena armata","Andrena",NA,"armata",NA,"Spain","Granada","Vereda La Estrella",NA,NA,NA,"2015","4","20",NA,NA,NA,NA,NA,NA,NA,"10",NA,"Calepina irregularis",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_89","Andrena armata",NA,"Andrena armata","Andrena fulva"
"91","Andrena armata","Andrena",NA,"armata",NA,"Spain","Almería","Tabernas",NA,NA,NA,"2013","3","9",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Diplotaxis ilorcitana",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_60","Andrena armata",NA,"Andrena armata","Andrena fulva"
"92","Andrena armata","Andrena",NA,"armata",NA,"Spain","Almería","Tabernas",NA,NA,NA,"2013","3","9",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Diplotaxis ilorcitana",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_60","Andrena armata",NA,"Andrena armata","Andrena fulva"
"93","Andrena armata","Andrena",NA,"armata",NA,"Spain","Cádiz","Pedredera La Loca, Puerta Real.",NA,NA,NA,"2012","2","25",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_87","Andrena armata",NA,"Andrena armata","Andrena fulva"
"94","Andrena armata","Andrena",NA,"armata",NA,"Spain","Cádiz","Pedredera La Loca, Puerta Real.",NA,NA,NA,"2012","2","25",NA,NA,NA,NA,NA,NA,NA,"2",NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_87","Andrena armata",NA,"Andrena armata","Andrena fulva"
"95","Andrena asimilis","Andrena","Melandrena","asimilis",NA,"Spain","Segovia","Hontoria",NA,NA,NA,"1986",NA,NA,NA,NA,"A. Espeso","E. Asensio","1",NA,NA,NA,NA,NA,"APO-009269","Félix Torres","","","80_Torres5052","Andrena asimilis",NA,"Andrena asimilis","Andrena asimilis"
"96","Andrena baemorrhoa","Andrena",NA,"baemorrhoa",NA,"Spain","Asturias","Ciaño, Langreo",NA,NA,NA,"1990","6","23",NA,NA,NA,"M. Ángeles Lauriño",NA,NA,NA,"1",NA,NA,"BOS-HYM-N02771",NA,"Sobre compuesta","","79_Oviedo_museum936","Andrena baemorrhoa",NA,"Andrena baemorrhoa","Andrena baemorrhoa"
"97","Andrena boyerella","Andrena",NA,"boyerella",NA,"Spain","Madrid","Fuentidueña de Tajo","40.07677015","-3.107687208","100 m","2014","5","7",NA,NA,"Bernardo de Haro","Concepción Ornosa",NA,NA,NA,"1",NA,"Anthemis arvensis","B41","Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria","100 m coordinate precision",NA,"60_Lopez-Angulo_etal220","Andrena boyerella",NA,"Andrena boyerella","Andrena boyerella"
"98","Andrena boyerella","Andrena",NA,"boyerella",NA,"Spain","Cuenca","Belinchón","40.05342276","-3.078633373","100 m","2014","6","5",NA,NA,"Ana Vázquez","Concepción Ornosa",NA,NA,NA,"1",NA,"Santolina chamaecyparissus","A102","Jesús López-Angulo, Marta Rodríguez, Ana Vázquez, Bernardo de Haro, Ana M. Sánchez and Silvia Santamaria","100 m coordinate precision",NA,"60_Lopez-Angulo_etal288","Andrena boyerella",NA,"Andrena boyerella","Andrena boyerella"
"99","Andrena candida","Andrena",NA,"candida",NA,"Spain","Valladolid","Villafrechó","41.8934","-5.21729",NA,NA,NA,NA,NA,NA,"Online_Asensio, E","Online_Laberge, Walley","0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_14099","Andrena candida","Remove","Andrena candida","Remove"
"100","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Pañeda Nueva","43.425936","-5.71511","0,1 km","2015","5","6",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-045","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_38","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"101","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","La Lloraza","43.528812","-5.44904","0,1 km","2016","5","23",NA,NA,"A. Nuñez","A. Núñez","0","1","0","0",NA,NA,"EC-169","M. Miñarro, A. Núñez","Caught by netting in apple orchard groundcover",NA,"51_Minarro_52","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"102","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Venta de la salve","43.379986","-5.6491","0,1 km","2015","5","6",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-073","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_39","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"103","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Villaviciosa","43.474481","-5.443605","0,1 km","2014","4","21",NA,NA,"M. Miñarro","A. Núñez","1","0","0","0",NA,"Malus domestica","14-157","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_37","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"104","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Villaviciosa","43.474481","-5.443605","0,1 km","2016","5","23",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","16-1719","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_49","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"105","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Camoca","43.451808","-5.482956","0,1 km","2015","5","8",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-209","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_43","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"106","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","San Juan del Obispo","43.367398","-5.737518","0,1 km","2016","4","11",NA,NA,NA,"A. Núñez","0","1","0","0",NA,NA,"PRE-1169","M. Miñarro, A. Núñez","Caught by netting in apple orchard groundcover",NA,"51_Minarro_54","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"107","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","El Rebollar","43.404533","-5.524047","0,1 km","2016","5","26",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","16-599","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_50","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"108","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Villaviciosa","43.491797","-5.419347",NA,"2018","5","17",NA,NA,"A. Núñez","A. Núñez","1","0","0","0",NA,"Malus domestica",NA,"A. Núñez",NA,NA,"22_Nunez_35","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"109","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Venta de la salve","43.379986","-5.6491","0,1 km","2015","5","4",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-119","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_41","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"110","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Villaviciosa","43.491797","-5.419347",NA,"2018","5","17",NA,NA,"A. Núñez","A. Núñez","1","0","0","0",NA,"Malus domestica",NA,"A. Núñez",NA,NA,"45_Nunez_35","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"111","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Cantabria","Cosgay","43.142748","-4.742668",NA,"2016",NA,NA,NA,NA,NA,NA,"0","0","0","1",NA,NA,NA,NA,NA,NA,"i1_Gbif_10789","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"112","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","La Mata","43.375878","-6.068432","0,1 km","2016","4","13",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Taraxacum officinale","G-7","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_53","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"113","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Lavandera","43.468483","-5.648872","0,1 km","2015","5","13",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-525","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_48","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"114","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Verdera","43.403172","-5.500578","0,1 km","2015","5","6",NA,NA,NA,"A. Núñez","0","1","0","0",NA,"Malus domestica","15-254","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_46","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"115","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Fozana","43.371551","-5.752601","0,1 km","2015","5","3",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-247","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_45","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"116","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Tiñana","43.3637","-5.763696","0,1 km","2015","5","3",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-089","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_40","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"117","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Camoca","43.451808","-5.482956","0,1 km","2015","5","6",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-223","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_44","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"118","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Caldones","43.492067","-5.631048","0,1 km","2016","6","1",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","16-623","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_51","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"119","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Camoca","43.451808","-5.482956","0,1 km","2016","4","18",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Ranunculus bulbosus","PRE-223","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_55","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"120","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","Lavandera","43.468483","-5.648872","0,1 km","2015","5","11",NA,NA,NA,"A. Núñez","1","0","0","0",NA,"Malus domestica","15-505","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_47","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"121","Andrena carantonica","Andrena",NA,"carantonica",NA,"Spain","Asturias","El Rebollar","43.404533","-5.524047","0,1 km","2015","5","6",NA,NA,NA,"A. Núñez","0","1","0","0",NA,"Malus domestica","15-199","M. Miñarro, A. Núñez",NA,NA,"51_Minarro_42","Andrena carantonica",NA,"Andrena carantonica","Andrena scotica"
"122","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m","1979","5","11",NA,NA,"E. Asensio","Warncke","1",NA,NA,"2",NA,NA,NA,NA,NA,NA,"83_Asensio193","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"123","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m","1982","5","23",NA,NA,"E. Asensio","Warncke",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"83_Asensio160","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"124","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Emy03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36",NA,"Erysimum myriophyllum",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_69","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"125","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Pantano de los Bermejales",NA,NA,NA,"2013","5","3",NA,NA,NA,NA,NA,NA,NA,"3",NA,"Sisymbrium crassifolium",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_64","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"126","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Toledo","Corral de Almaguer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10.1080/00379271.2020.1847191","Cucumis melo",NA,"Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori",NA,NA,"71_Rodrigo_etal41","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"127","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Agrón",NA,NA,NA,"2014","3","31",NA,NA,NA,NA,NA,NA,NA,"30",NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_68","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"128","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Madrid","La Poveda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10.1080/00379271.2020.1847191","Cucumis melo",NA,"Sara Rodrigo Gómez, Concepción Ornosa, Jaime García Gila, Javier Blasco-Aróstegui, Jesús Selfa, Miguel Guara & Carlo Polidori",NA,NA,"71_Rodrigo_etal63","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"129","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Valladolid","Coto Bajo de Matallana\ Villalba de los Alcores,41.900884,-4.864371,<100m,1979,5,13,NA,NA,E. Asensio,Warncke,1,NA,NA,1,NA,NA,NA,NA,NA,3.9,83_Asensio106
Andrena,NA,ovatula,NA,NA,Valladolid,Coto Bajo de Matallana\ Villalba de los Alcores","41.900884","-4.864371","<100m","1979","5","13",NA,NA,"E. Asensio","Warncke","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"83_Asensio107","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"130","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Madrid","Arganda del Rey","40.317161","-3.485901","GPS","2013","7","11",NA,NA,"C. Azpiazu","O. Aguado","1","0","0","0","https://doi.org/10.3390/insects11010066",NA,NA,"C. Azpiazu",NA,NA,"27_Azpiazu_etal_24","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"131","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Acula",NA,NA,NA,"2014","3","25",NA,NA,NA,NA,NA,NA,NA,"4",NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_67","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"132","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Murcia","Torreblanca\ Torrepacheco,37.744156,-0.953992,<10km,1984,3,NA,NA,NA,A.cLacasa,Asensio,1,NA,NA,5,NA,NA,NA,NA,NA,NA,83_Asensio424
Andrena,NA,nigroolivacea,NA,NA,Murcia,Torreblanca\ Torrepacheco","37.744156","-0.953992","<10km","1984","3",NA,NA,NA,"E. Asensio","Warncke","1",NA,NA,"2",NA,NA,NA,NA,NA,NA,"83_Asensio425","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"133","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Sierra Huétor, Dolomías",NA,NA,NA,"2013","6","10",NA,NA,NA,NA,NA,NA,NA,"15",NA,"Brassica repanda",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_65","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"134","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Huelva","Aznalcazar","37.234966","-6.16895","gps","2015",NA,NA,NA,NA,"Curro Molina","Oscar Aguado",NA,"1",NA,NA,"http://doi.org/10.5281/zenodo.3364037","Cistus crispus","BF703","I. Bartomeus, C. Molina",NA,NA,"17_Bartomeus_etal_14","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"135","Andrena carbonaria","Andrena","Plastandrena","carbonaria",NA,"Spain","Zaragoza","Pina de Ebro",NA,NA,NA,"1989",NA,NA,NA,NA,"J. Blasco","F. Torres","1",NA,NA,NA,NA,NA,"APO-004386","Félix Torres","","","80_Torres683","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"136","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m","1979","7","5",NA,NA,"E. Asensio","Warncke",NA,"1",NA,"1",NA,NA,NA,NA,NA,"2.4","83_Asensio203","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"137","Andrena carbonaria","Andrena",NA,"carbonaria",NA,NA,"Valladolid","Finca Zamadueñas","41.698036","-4.708621","<100m","1979","5","29",NA,NA,"E. Asensio","Warncke","1",NA,NA,"3",NA,NA,NA,NA,NA,NA,"83_Asensio294","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"138","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Toledo","Corral de Almaguer","39.671802","-3.181465","GPS","2015","7","23",NA,NA,"C. Azpiazu","O. Aguado","0","1","0","0","https://doi.org/10.3390/insects11010066","Borago officinalis",NA,"C. Azpiazu",NA,NA,"27_Azpiazu_etal_10","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"139","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Sierra Nevada",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,"Hormathophylla spinosa",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_63","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
"140","Andrena carbonaria","Andrena",NA,"carbonaria",NA,"Spain","Granada","Agrón",NA,NA,NA,"2014","3","16",NA,NA,NA,NA,NA,NA,NA,"5",NA,"Diplotaxis virgata",NA,"Compiled by J.M. Gomez",NA,NA,"13_Gomez_66","Andrena carbonaria",NA,"Andrena carbonaria","Andrena pilipes"
